"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"24","24","38","40","2","6","14","12","10","4","18","26","22","28","48","16","","","","","",""
"25","38","40","2","24","6","14","12","10","4","18","26","22","28","48","16","","","","","",""
"26","38","40","2","24","6","14","12","10","4","18","26","22","28","48","16","","","","","",""
"27","38","40","2","24","6","14","12","10","4","18","26","22","28","48","16","","","","","",""
"28","38","40","2","24","6","14","12","10","4","18","26","22","28","48","16","","","","","",""
"29","38","40","2","24","6","14","12","10","4","18","26","22","28","48","16","","","","","",""
"30","38","40","2","6","14","12","24","10","4","18","26","22","28","16","48","","","","","",""
"31","38","2","14","6","12","10","40","4","18","26","22","28","16","48","","","","","","",""
"32","38","2","14","6","12","10","4","18","26","22","28","16","48","40","","","","","","",""
"33","38","2","14","6","12","10","4","18","26","22","28","16","48","40","","","","","","",""
"34","38","2","14","6","12","10","4","18","26","28","22","16","48","40","","","","","","",""
"35","38","2","14","6","12","10","4","18","26","28","22","16","48","40","","","","","","",""
"36","38","2","14","6","12","10","4","18","26","28","22","16","48","40","","","","","","",""
"37","38","2","14","6","12","10","4","18","26","28","22","16","48","40","","","","","","",""
"38","38","2","14","12","6","10","4","28","22","26","16","48","40","18","","","","","","",""
"39","38","2","14","12","6","10","4","28","22","16","26","40","18","","","","","","","",""
"40","38","2","14","12","6","10","4","28","22","16","26","40","18","","","","","","","",""
"41","38","2","14","12","10","4","28","22","16","6","26","40","18","","","","","","","",""
"42","38","2","14","12","10","4","28","22","16","26","6","40","18","","","","","","","",""
"43","38","2","14","12","10","4","28","22","16","26","6","40","18","","","","","","","",""
"44","38","2","14","12","10","4","28","22","16","26","6","40","18","","","","","","","",""
"45","38","2","14","12","10","4","28","22","16","26","6","40","18","","","","","","","",""
"46","38","2","14","12","10","4","28","22","16","26","6","40","18","","","","","","","",""
"47","38","2","14","12","10","4","28","16","22","26","6","40","18","","","","","","","",""
"48","38","2","14","12","10","4","28","16","22","26","6","40","18","","","","","","","",""
"49","38","2","14","12","10","4","28","16","26","6","22","18","","","","","","","","",""
"50","38","2","14","12","10","4","28","16","26","22","6","18","","","","","","","","",""
"51","38","2","14","12","10","4","28","16","26","22","6","18","","","","","","","","",""
"52","38","2","14","12","10","4","28","16","26","22","18","","","","","","","","","",""
"53","38","2","14","12","10","4","28","16","26","22","18","","","","","","","","","",""
"54","38","2","14","12","10","4","28","16","26","22","18","","","","","","","","","",""
"55","38","2","14","12","10","4","28","16","26","22","18","","","","","","","","","",""
"56","38","2","14","12","10","4","28","16","26","22","18","","","","","","","","","",""
"57","38","2","14","10","4","12","28","16","26","22","18","","","","","","","","","",""
"58","38","2","14","10","4","12","28","16","26","22","18","","","","","","","","","",""
"59","38","2","14","10","4","12","28","16","26","18","","","","","","","","","","",""
"60","38","2","14","10","4","28","16","26","18","","","","","","","","","","","",""
"61","38","2","14","10","4","28","16","26","18","","","","","","","","","","","",""
"62","38","2","14","10","4","16","28","26","18","","","","","","","","","","","",""
"63","38","2","14","10","4","16","28","26","18","","","","","","","","","","","",""
"64","38","2","14","10","4","16","26","28","18","","","","","","","","","","","",""
"65","38","2","14","10","4","16","26","28","18","","","","","","","","","","","",""
"66","38","2","14","10","4","16","26","28","18","","","","","","","","","","","",""
"67","38","2","14","10","4","16","26","28","18","","","","","","","","","","","",""
"68","38","2","14","10","4","16","26","28","18","","","","","","","","","","","",""
"69","38","2","14","10","4","16","26","28","18","","","","","","","","","","","",""
"70","38","2","14","10","4","16","26","28","","","","","","","","","","","","",""
"71","38","2","14","10","4","16","26","28","","","","","","","","","","","","",""
"72","38","2","14","10","4","16","26","28","","","","","","","","","","","","",""
"73","38","2","14","10","4","16","26","28","","","","","","","","","","","","",""
"74","38","2","14","10","4","16","26","28","","","","","","","","","","","","",""
"75","38","14","2","10","4","16","26","28","","","","","","","","","","","","",""
"76","38","14","2","10","4","16","","","","","","","","","","","","","","",""
"77","38","14","2","10","4","16","","","","","","","","","","","","","","",""
"78","38","14","2","10","4","","","","","","","","","","","","","","","",""
"79","38","14","2","10","4","","","","","","","","","","","","","","","",""
"80","38","14","2","10","4","","","","","","","","","","","","","","","",""
"81"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
