"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"61","20","34","36","40","58","26","16","8","24","","","","","","",""
"62","20","34","36","40","58","26","16","8","24","","","","","","",""
"63","20","34","36","40","58","26","16","8","24","","","","","","",""
"64","20","34","36","40","58","26","16","8","24","","","","","","",""
"65","20","34","36","40","58","26","16","8","24","","","","","","",""
"66","20","34","36","40","58","26","16","8","24","","","","","","",""
"67","20","34","36","40","58","26","16","8","24","","","","","","",""
"68","20","34","36","40","58","26","16","8","24","","","","","","",""
"69","20","34","36","40","58","26","16","8","24","","","","","","",""
"70","20","34","36","40","58","26","16","8","24","","","","","","",""
"71","20","34","36","40","58","16","8","24","","","","","","","",""
"72","20","34","36","40","58","16","8","24","","","","","","","",""
"73","20","34","36","40","16","8","24","","","","","","","","",""
"74","20","34","36","40","16","8","24","","","","","","","","",""
"75","20","34","36","40","16","8","24","","","","","","","","",""
"76","20","34","36","40","16","8","24","","","","","","","","",""
"77","20","34","36","40","16","8","24","","","","","","","","",""
"78","20","34","36","40","16","8","24","","","","","","","","",""
"79","20","34","36","40","16","8","24","","","","","","","","",""
"80","20","34","36","40","16","8","24","","","","","","","","",""
"81","20","34","36","40","16","8","24","","","","","","","","",""
"82","20","34","36","40","16","8","24","","","","","","","","",""
"83","20","34","36","40","16","8","24","","","","","","","","",""
"84","20","34","36","40","16","8","24","","","","","","","","",""
"85","20","34","36","40","16","8","24","","","","","","","","",""
"86","20","34","36","40","16","8","24","","","","","","","","",""
"87","20","34","36","40","16","8","24","","","","","","","","",""
"88","20","34","36","40","16","8","24","","","","","","","","",""
"89","20","34","36","40","16","8","","","","","","","","","",""
"90","20","34","36","40","16","8","","","","","","","","","",""
"91","20","34","36","40","16","8","","","","","","","","","",""
"92","20","34","36","40","16","8","","","","","","","","","",""
"93","20","34","36","16","","","","","","","","","","","",""
"94","20","34","36","16","","","","","","","","","","","",""
"95","20","34","36","16","","","","","","","","","","","",""
"96","20","34","36","16","","","","","","","","","","","",""
"97","20","34","36","16","","","","","","","","","","","",""
"98","20","34","36","16","","","","","","","","","","","",""
"99","20","34","36","","","","","","","","","","","","",""
"100","20","34","36","","","","","","","","","","","","",""
"101"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
