"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"68","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"69","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"70","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"71","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"72","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"73","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"74","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"75","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"76","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"77","12","2","10","4","6","3","7","9","14","22","8","18","25","","","","","","",""
"78","12","2","10","4","6","3","7","9","14","22","8","18","25","","","","","","",""
"79","12","2","10","4","6","3","7","9","14","22","8","18","25","","","","","","",""
"80","12","2","10","4","6","3","7","9","14","22","8","18","25","","","","","","",""
"81","12","2","10","4","6","3","7","9","14","22","8","18","25","","","","","","",""
"82","12","2","10","4","6","3","7","9","14","22","8","18","","","","","","","",""
"83","12","2","10","4","6","3","7","9","14","22","8","","","","","","","","",""
"84","12","2","10","4","6","3","7","9","14","22","","","","","","","","","",""
"85","12","2","10","4","6","3","7","9","","","","","","","","","","","",""
"86","12","2","10","4","6","","","","","","","","","","","","","","",""
"87","12","2","10","4","","","","","","","","","","","","","","","",""
"88","12","2","10","4","","","","","","","","","","","","","","","",""
"89","12","2","10","","","","","","","","","","","","","","","","",""
"90","12","2","","","","","","","","","","","","","","","","","",""
"91"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
