"","#","Driver","Nat","Team","Car","Engine","NA","NA","NA","NA","NA","NA","gp_name","year"
"54","40","Robin Montgomerie-Charrington","Great Britain","Robin Montgomerie-Charrington","Aston","Butterworth","44","Robert O'Brien","USA","Robert OBrien","Simca-Gordini T15","Gordini 18","belgian-grand-prix",1952
"55","52","Lance Macklin","Great Britain","HW Motors","HWM","Alta","54","Peter Collins","Great Britain","HW Motors","HWM","Alta","belgian-grand-prix",1952
"56","56","Tony Gaze","Australia","Tony Gaze","HWM","Alta","62","Louis Rosier","France","Ecurie Rosier","Ferrari 500","Ferrari 500","belgian-grand-prix",1952
"57","70","Charles de Tornaco","Belgium","Ecurie Francorchamps","Ferrari 500","Ferrari 2.5 L4","112","Paul Frere","Belgium","HW Motors","HWM","Alta","belgian-grand-prix",1952
"58","1","Graham Whitehead","Great Britain","Peter Whitehead","Alta","Alta","2","Robert Manzon","France","Equipe Gordini","Gordini T16","Gordini 20","british-grand-prix",1952
"59","4","Maurice Trintignant","France","Equipe Gordini","Gordini T16","Gordini 20","5","Eric Thompson","Great Britain","Connaught Engineering","Connaught A","Francis","british-grand-prix",1952
"60","7","David Murray","Great Britain","Ecurie Ecosse","Cooper T20","Bristol BS","8","Reg Parnell","Great Britain","Archie Bryde","Cooper T20","Bristol BS","british-grand-prix",1952
"61","9","Mike Hawthorn","Great Britain","Leslie Hawthorn","Cooper T20","Bristol BS","14","Roy Salvadori","Great Britain","G Caprara","Ferrari 500","Ferrari 500","british-grand-prix",1952
"62","15","Alberto Ascari","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 2.0 L4","16","Nino Farina","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 2.0 L4","british-grand-prix",1952
"63","17","Piero Taruffi","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 2.0 L4","18","RudI Fischer","Switzerland","Ecurie Espadon","Ferrari 500","Ferrari 500","british-grand-prix",1952
"64","20","Peter Hirt","Switzerland","Ecurie Espadon","Ferrari 212","Ferrari 166","22","Ken Downing","Great Britain","Connaught Engineering","Connaught A","Francis","british-grand-prix",1952
"65","23","Tony Crook","Great Britain","Tony Crook","Frazer-Nash 421","BMW 328","26","Prince Bira","Thailand","Equipe Gordini","Gordini T16","Gordini 20","british-grand-prix",1952
"66","28","Duncan Hamilton","Great Britain","HW Motors","HWM","Alta","28","Kenneth McAlpine","Great Britain","Connaught Engineering","Connaught A","Francis","british-grand-prix",1952
"67","30","Dennis Poore","Great Britain","Connaught Engineering","Connaught A","Francis","36","Stirling Moss","Great Britain","ERA","ERA G","Bristol BS","british-grand-prix",1952
"68","36","Eric Brandon","Great Britain","Ecurie Richmond","Cooper T20","Bristol BS","38","Alan Brown","Great Britain","Ecurie Richmond","Cooper T20","Bristol BS","british-grand-prix",1952
"69","46","Gino Bianco","Brazil","Escuderia Bandeirantes","Maserati A6GCM","","50","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","Maserati A6GCM","","british-grand-prix",1952
"70","52","Lance Macklin","Great Britain","HW Motors","HWM","Alta","54","Peter Collins","Great Britain","HW Motors","HWM","Alta","british-grand-prix",1952
"71","56","Tony Gaze","Australia","Tony Gaze","HWM","Alta","64","Bill Aston","Great Britain","W S Aston","Aston","Butterworth","british-grand-prix",1952
"72","66","Johnny Claes","Belgium","Ecurie Belge","Simca-Gordini T15","Gordini 18","68","Peter Whitehead","Great Britain","Peter Whitehead","Ferrari 125","Ferrari 125","british-grand-prix",1952
"73","2","Robert Manzon","France","Equipe Gordini","Gordini T16","Gordini 20","2","Alberto Ascari","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 2.0 L4","dutch-grand-prix",1952
"74","4","Maurice Trintignant","France","Equipe Gordini","Gordini T16","Gordini 20","4","Nino Farina","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 2.0 L4","dutch-grand-prix",1952
"75","6","Jean Behra","France","Equipe Gordini","Gordini T16","Gordini 20","6","Luigi Villoresi","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 2.0 L4","dutch-grand-prix",1952
"76","14","Paul Frere","Belgium","Ecurie Belge","Simca-Gordini T15","Gordini 18","16","Jan Flinterman","Netherlands","Escuderia Bandeirantes","Maserati A6GCM","","dutch-grand-prix",1952
"77","22","Ken Downing","Great Britain","Ken Downing","Connaught A","Francis","28","Duncan Hamilton","Great Britain","HW Motors","HWM","Alta","dutch-grand-prix",1952
"78","30","Dries van der Lof","Netherlands","HW Motors","HWM","Alta","32","Mike Hawthorn","Great Britain","Leslie Hawthorn","Cooper T20","Bristol BS","dutch-grand-prix",1952
"79","36","Stirling Moss","Great Britain","ERA","ERA G","Bristol BS","40","Ken Wharton","Great Britain","Scuderia Franera","Frazer-Nash FN48","Bristol BS","dutch-grand-prix",1952
"80","46","Gino Bianco","Brazil","Escuderia Bandeirantes","Maserati A6GCM","","48","Chico Landi","Brazil","Escuderia Bandeirantes","Maserati A6GCM","","dutch-grand-prix",1952
"81","52","Lance Macklin","Great Britain","HW Motors","HWM","Alta","70","Charles de Tornaco","Belgium","Ecurie Francorchamps","Ferrari 500","Ferrari 2.5 L4","dutch-grand-prix",1952
"82","2","Robert Manzon","France","Equipe Gordini","Gordini T16","Gordini 20","4","Maurice Trintignant","France","Equipe Gordini","Gordini T16","Gordini 20","italian-grand-prix",1952
"83","6","Jean Behra","France","Equipe Gordini","Gordini T16","Gordini 20","8","Andre Simon","France","Scuderia Ferrari","Ferrari 500","Ferrari 500","italian-grand-prix",1952
"84","10","Nino Farina","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","12","Alberto Ascari","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","italian-grand-prix",1952
"85","14","Piero Taruffi","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","16","Luigi Villoresi","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","italian-grand-prix",1952
"86","18","RudI Fischer","Switzerland","Ecurie Espadon","Ferrari 500","Ferrari 500","20","Hans Von Stuck","Germany","Ecurie Espadon","Ferrari 212","Ferrari 166","italian-grand-prix",1952
"87","22","Felice Bonetto","Italy","Officine Alfieri Maserati","Maserati A6GCM","Maserati A6GCM","24","Franco Rol","Italy","Officine Alfieri Maserati","Maserati A6GCM","Maserati A6GCM","italian-grand-prix",1952
"88","26","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","Maserati A6GCM","Maserati A6GCM","28","Kenneth McAlpine","Great Britain","Connaught Engineering","Connaught A","Francis","italian-grand-prix",1952
"89","30","Dennis Poore","Great Britain","Connaught Engineering","Connaught A","Francis","32","Stirling Moss","Great Britain","Connaught Engineering","Connaught A","Francis","italian-grand-prix",1952
"90","34","Elie Bayol","France","Elie Bayol","OSCA 20","Osca","36","Eric Brandon","Great Britain","Ecurie Richmond","Cooper T20","Bristol BS","italian-grand-prix",1952
"91","38","Alan Brown","Great Britain","Ecurie Richmond","Cooper T20","Bristol BS","40","Ken Wharton","Great Britain","Scuderia Franera","Cooper T20","Bristol BS","italian-grand-prix",1952
"92","42","Mike Hawthorn","Great Britain","Leslie Hawthorn","Cooper T20","Bristol BS","44","Piero Dusio","Italy","Piero Dusio","Cisitalia D46","BPM","italian-grand-prix",1952
"93","46","Gino Bianco","Brazil","Escuderia Bandeirantes","Maserati A6GCM","Maserati","48","Chico Landi","Brazil","Escuderia Bandeirantes","Maserati A6GCM","Maserati","italian-grand-prix",1952
"94","50","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","Maserati A6GCM","Maserati","52","Lance Macklin","Great Britain","HW Motors","HWM","Alta","italian-grand-prix",1952
"95","54","Peter Collins","Great Britain","HW Motors","HWM","Alta","56","Tony Gaze","Australia","Tony Gaze","HWM","Alta","italian-grand-prix",1952
"96","58","Alberto Crespo","Argentina","Enrico Plate","Maserati 4CLT-48","Plat&eacute","60","Emmanuel de Graffenried","Switzerland","Enrico Plate","Maserati 4CLT-48","Plat&eacute","italian-grand-prix",1952
"97","62","Louis Rosier","France","Ecurie Rosier","Ferrari 500","Ferrari 500","64","Bill Aston","Great Britain","W S Aston","Aston","Butterworth","italian-grand-prix",1952
"98","66","Johnny Claes","Belgium","Vickomtesse de Walckiers","Simca-Gordini T15","Gordini 18","68","Peter Whitehead","Great Britain","Peter Whitehead","Ferrari 125","Ferrari 166","italian-grand-prix",1952
"99","70","Charles de Tornaco","Belgium","Ecurie Francorchamps","Ferrari 500","Ferrari 500","2","Robert Manzon","France","Equipe Gordini","Gordini T16","Gordini 20","italian-grand-prix",1952
"100","2","Robert Manzon","France","Equipe Gordini","Gordini T16","Gordini 20","4","Jean Behra","France","Equipe Gordini","Gordini T16","Gordini 20","french-grand-prix",1952
"101","6","Prince Bira","Thailand","Equipe Gordini","Gordini T16","Gordini 20","8","Alberto Ascari","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","french-grand-prix",1952
"102","10","Nino Farina","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","12","Piero Taruffi","Italy","Scuderia Ferrari","Ferrari 500","Ferrari 500","french-grand-prix",1952
"103","14","Louis Rosier","France","Ecurie Rosier","Ferrari 500","Ferrari 500","16","Emmanuel de Graffenried","Switzerland","Enrico Plate","Maserati 4CLT-48","Plat&eacute","french-grand-prix",1952
"104","16","Harry Schell","USA","Enrico Plate","Maserati 4CLT-48","Plat&eacute","18","Harry Schell","USA","Enrico Plate","Maserati 4CLT-48","Plat&eacute","french-grand-prix",1952
"105","20","Lance Macklin","Great Britain","HW Motors","HWM","Alta","22","Peter Collins","Great Britain","HW Motors","HWM","Alta","french-grand-prix",1952
"106","24","Yves Giraud-Cabantous","France","HW Motors","HWM","Alta","26","Peter Whitehead","Great Britain","Peter Whitehead","Alta","Alta","french-grand-prix",1952
"107","28","Philippe Etancelin","France","Escuderia Bandeirantes","Maserati A6GCM","Maserati","32","Johnny Claes","Belgium","Ecurie Belge","Simca-Gordini T15","Gordini 18","french-grand-prix",1952
"108","34","RudI Fischer","Switzerland","Ecurie Espadon","Ferrari 212","Ferrari 166","34","Peter Hirt","Switzerland","Ecurie Espadon","Ferrari 212","Ferrari 166","french-grand-prix",1952
"109","34","RudI Fischer","Switzerland","Ecurie Espadon","Ferrari 500","Ferrari 500","38","Franco Comotti","Italy","Scuderia Marzotto","Ferrari 166F2-50","Ferrari 166","french-grand-prix",1952
"110","40","Piero Carini","Italy","Scuderia Marzotto","Ferrari 166F2-50","Ferrari 166","42","Mike Hawthorn","Great Britain","Archie Bryde","Cooper T20","Bristol BS","french-grand-prix",1952
"111","44","Maurice Trintignant","France","Equipe Gordini","Simca-Gordini T15","Gordini 18","2","Robert Manzon","France","Equipe Gordini","Gordini T16","Gordini 20","french-grand-prix",1952
