"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"44","4","5","George Connor","USA","Lou Moore","","4:32.390","+ 4.420","+ 0.320","212.698","","","indianapolis-500",1950
"45","5","1","Johnnie Parsons","USA","Kurtis Kraft Inc","","4:32.430","+ 4.460","+ 0.040","212.667","","","indianapolis-500",1950
"46","6","49","Jack McGrath","USA","Jack B Hinkle","","4:33.000","+ 5.030","+ 0.570","212.223","","","indianapolis-500",1950
"47","7","69","Duke Dinsmore","USA","Verlin Brown","","4:34.670","+ 6.700","+ 1.670","210.932","","","indianapolis-500",1950
"48","8","14","Tony Bettenhausen","USA","Lou Moore","","4:34.920","+ 6.950","+ 0.250","210.741","","","indianapolis-500",1950
"49","9","17","Joie Chitwood","USA","Ervin Wolfe","","4:35.320","+ 7.350","+ 0.400","210.434","","","indianapolis-500",1950
"50","10","3","Bill Holland","USA","Lou Moore","","4:35.900","+ 7.930","+ 0.580","209.992","","","indianapolis-500",1950
"51","11","59","Pat Flaherty","USA","Grancor Auto Specialists","","4:37.760","+ 9.790","+ 1.860","208.586","","","indianapolis-500",1950
"52","12","54","Cecil Green","USA","M A Walker","","4:30.860","+ 2.890","","213.900","","","indianapolis-500",1950
"53","13","18","Duane Carter","USA","Murrell Belanger","","4:33.420","+ 5.450","+ 2.560","211.897","","","indianapolis-500",1950
"54","14","21","Spider Webb","USA","R A Cott","","4:37.460","+ 9.490","+ 4.040","208.811","","","indianapolis-500",1950
"55","15","81","Jerry Hoyt","USA","Ludson D Morris","","4:37.950","+ 9.980","+ 0.490","208.443","","","indianapolis-500",1950
"56","16","2","Myron Fohr","USA","Carl Marchese","","4:33.320","+ 5.350","","211.974","","","indianapolis-500",1950
"57","17","24","Bayliss Levrett","USA","Richard L Palmer","","4:34.430","+ 6.460","+ 1.110","211.117","","","indianapolis-500",1950
"58","18","45","Dick Rathmann","USA","A J Watson","","4:34.960","+ 6.990","+ 0.530","210.710","","","indianapolis-500",1950
"59","19","7","Paul Russo","USA","Paul Russo & Ray Nichels","","4:35.250","+ 7.280","+ 0.290","210.488","","","indianapolis-500",1950
"60","20","4","Walt Brown","USA","Charles Pritchard","","4:35.960","+ 7.990","+ 0.710","209.946","","","indianapolis-500",1950
"61","21","12","Henry Banks","USA","Indianapolis Race Cars Inc","","4:37.680","+ 9.710","+ 1.720","208.646","","","indianapolis-500",1950
"62","22","67","Bill Schindler","USA","Louis Rassey","","4:31.310","+ 3.340","","213.545","","","indianapolis-500",1950
"63","23","8","Lee Wallard","USA","Lou Moore","","4:31.830","+ 3.860","+ 0.520","213.136","","","indianapolis-500",1950
"64","24","55","Troy Ruttman","USA","Bowes Racing Inc","","4:32.910","+ 4.940","+ 1.080","212.293","","","indianapolis-500",1950
"65","25","23","Sam Hanks","USA","Milt Marion","","4:33.570","+ 5.600","+ 0.660","211.781","","","indianapolis-500",1950
"66","26","15","Mack Hellings","USA","Charles Pritchard","","4:35.320","+ 7.350","+ 1.750","210.434","","","indianapolis-500",1950
"67","27","22","Jimmy Davies","USA","Pat Clancy","","4:36.070","+ 8.100","+ 0.750","209.863","","","indianapolis-500",1950
"68","28","76","Jim Rathmann","USA","John Lorenz","","4:37.010","+ 9.040","+ 0.940","209.151","","","indianapolis-500",1950
"69","29","27","Walt Ader","USA","Sampson Manufacturing Co","","4:37.050","+ 9.080","+ 0.040","209.120","","","indianapolis-500",1950
"70","30","77","Jackie John Holmes","USA","Norm Olson","","4:37.570","+ 9.600","+ 0.520","208.729","","","indianapolis-500",1950
"71","31","75","Gene Hartley","USA","Joe Langley","","4:38.610","+ 10.640","+ 1.040","207.950","","","indianapolis-500",1950
"72","32","61","James Jimmy Jackson","USA","Cummins Engine Co","","4:38.620","+ 10.650","+ 0.010","207.942","","","indianapolis-500",1950
"73","33","62","Johnny McDowell","USA","M Pete Wales","","4:37.580","+ 9.610","","208.721","","","indianapolis-500",1950
"74","1","14","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","","2:42.100","","","161.677","","","swiss-grand-prix",1950
"75","2","16","Nino Farina","Italy","Alfa Romeo SpA","","2:42.800","+ 0.700","+ 0.700","160.982","","","swiss-grand-prix",1950
"76","3","12","Luigi Fagioli","Italy","Alfa Romeo SpA","","2:45.200","+ 3.100","+ 2.400","158.644","","","swiss-grand-prix",1950
"77","4","22","Luigi Villoresi","Italy","Scuderia Ferrari","","2:46.100","+ 4.000","+ 0.900","157.784","","","swiss-grand-prix",1950
"78","5","18","Alberto Ascari","Italy","Scuderia Ferrari","","2:46.800","+ 4.700","+ 0.700","157.122","","","swiss-grand-prix",1950
"79","6","42","Philippe Etancelin","France","Philippe Etancelin","","2:51.100","+ 9.000","+ 4.300","153.173","","","swiss-grand-prix",1950
"80","7","6","Yves Giraud-Cabantous","France","Automobiles Talbot-Darracq","","2:52.700","+ 10.600","+ 1.600","151.754","","","swiss-grand-prix",1950
"81","8","30","Prince Bira","Thailand","Enrico Plate","","2:53.200","+ 11.100","+ 0.500","151.316","","","swiss-grand-prix",1950
"82","9","8","Eugene Martin","France","Automobiles Talbot-Darracq","","2:53.700","+ 11.600","+ 0.500","150.880","","","swiss-grand-prix",1950
"83","10","10","Louis Rosier","France","Automobiles Talbot-Darracq","","2:54.000","+ 11.900","+ 0.300","150.620","","","swiss-grand-prix",1950
"84","11","32","Emmanuel de Graffenried","Switzerland","Enrico Plate","","2:54.200","+ 12.100","+ 0.200","150.447","","","swiss-grand-prix",1950
"85","12","34","Felice Bonetto","Italy","Scuderia Milano","","2:54.600","+ 12.500","+ 0.400","150.103","","","swiss-grand-prix",1950
"86","13","20","Raymond Sommer","France","Scuderia Ferrari","","2:54.600","+ 12.500","","150.103","","","swiss-grand-prix",1950
"87","14","4","Johnny Claes","Belgium","Ecurie Belge","","2:59.000","+ 16.900","+ 4.400","146.413","","","swiss-grand-prix",1950
"88","15","2","Nello Pagani","Italy","Scuderia Achille Varzi","","3:06.900","+ 24.800","+ 7.900","140.224","","","swiss-grand-prix",1950
"89","16","26","Louis Chiron","Monaco","Officine Alfieri Maserati","","3:06.900","+ 24.800","","140.224","","","swiss-grand-prix",1950
"90","17","40","Toni Branca","Switzerland","Scuderia Achille Varzi","","3:10.000","+ 27.900","+ 3.100","137.936","","","swiss-grand-prix",1950
"91","18","44","Harry Schell","USA","Ecurie Bleue","","3:11.500","+ 29.400","+ 1.500","136.856","","","swiss-grand-prix",1950
"92","1","8","Nino Farina","Italy","Alfa Romeo SpA","","4:37.000","","","183.509","","","belgian-grand-prix",1950
"93","2","10","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","","4:37.000","","","183.509","","","belgian-grand-prix",1950
"94","3","12","Luigi Fagioli","Italy","Alfa Romeo SpA","","4:41.000","+ 4.000","+ 4.000","180.896","","","belgian-grand-prix",1950
"95","4","2","Luigi Villoresi","Italy","Scuderia Ferrari","","4:47.000","+ 10.000","+ 6.000","177.114","","","belgian-grand-prix",1950
"96","5","6","Raymond Sommer","France","Raymond Sommer","","4:47.000","+ 10.000","","177.114","","","belgian-grand-prix",1950
"97","6","16","Philippe Etancelin","France","Automobiles Talbot-Darracq","","4:49.000","+ 12.000","+ 2.000","175.889","","","belgian-grand-prix",1950
"98","7","4","Alberto Ascari","Italy","Scuderia Ferrari","","4:52.000","+ 15.000","+ 3.000","174.082","","","belgian-grand-prix",1950
"99","8","14","Louis Rosier","France","Automobiles Talbot-Darracq","","4:53.000","+ 16.000","+ 1.000","173.488","","","belgian-grand-prix",1950
"100","9","18","Yves Giraud-Cabantous","France","Automobiles Talbot-Darracq","","4:56.000","+ 19.000","+ 3.000","171.729","","","belgian-grand-prix",1950
"101","10","22","Pierre Levegh","France","Automobiles Talbot-Darracq","","5:01.000","+ 24.000","+ 5.000","168.877","","","belgian-grand-prix",1950
"102","11","20","Eugene Chaboud","France","Automobiles Talbot-Darracq","","5:13.000","+ 36.000","+ 12.000","162.402","","","belgian-grand-prix",1950
"103","12","26","Geoff Crossley","Great Britain","Geoffrey Crossley","","5:44.000","+ 1:07.000","+ 31.000","147.767","","","belgian-grand-prix",1950
"104","13","30","Toni Branca","Switzerland","Antonio Branca","","5:45.000","+ 1:08.000","+ 1.000","147.339","","","belgian-grand-prix",1950
"105","14","24","Johnny Claes","Belgium","Ecurie Belge","","","","","","","","belgian-grand-prix",1950
"106","1","6","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","","2:30.600","","","186.812","","","french-grand-prix",1950
"107","2","2","Nino Farina","Italy","Alfa Romeo SpA","","2:32.500","+ 1.900","+ 1.900","184.485","","","french-grand-prix",1950
"108","3","4","Luigi Fagioli","Italy","Alfa Romeo SpA","","2:34.700","+ 4.100","+ 2.200","181.861","","","french-grand-prix",1950
"109","4","16","Philippe Etancelin","France","Automobiles Talbot-Darracq","","2:39.000","+ 8.400","+ 4.300","176.943","","","french-grand-prix",1950
"110","5","18","Yves Giraud-Cabantous","France","Automobiles Talbot-Darracq","","2:42.700","+ 12.100","+ 3.700","172.919","","","french-grand-prix",1950
"111","6","20","Louis Rosier","France","Automobiles Talbot-Darracq","","2:46.000","+ 15.400","+ 3.300","169.481","","","french-grand-prix",1950
"112","7","28","Franco Rol","Italy","Officine Alfieri Maserati","","2:46.700","+ 16.100","+ 0.700","168.770","","","french-grand-prix",1950
"113","8","36","Jose Froilan Gonzalez","Argentina","Scuderia Achille Varzi","","2:48.000","+ 17.400","+ 1.300","167.464","","","french-grand-prix",1950
"114","9","22","Pierre Levegh","France","Automobiles Talbot-Darracq","","2:49.000","+ 18.400","+ 1.000","166.473","","","french-grand-prix",1950
"115","10","40","Felice Bonetto","Italy","Scuderia Milano","","","","","","","","french-grand-prix",1950
"116","11","32","Reg Parnell","Great Britain","Scuderia Ambrosiana","","","","","","","","french-grand-prix",1950
"117","12","44","Robert Manzon","France","Equipe Gordini","","","","","","","","french-grand-prix",1950
"118","13","30","Louis Chiron","Monaco","Officine Alfieri Maserati","","","","","","","","french-grand-prix",1950
"119","14","42","Johnny Claes","Belgium","Ecurie Belge","","","","","","","","french-grand-prix",1950
"120","15","26","Charles Pozzi","France","Charles Pozzi","","","","","","","","french-grand-prix",1950
"121","16","12","Raymond Sommer","France","Automobiles Talbot-Darracq","","","","","","","","french-grand-prix",1950
"122","17","34","David Hampshire","Great Britain","Scuderia Ambrosiana","","","","","","","","french-grand-prix",1950
"123","18","14","Peter Whitehead","Great Britain","Peter Whitehead","","","","","","","","french-grand-prix",1950
"124","1","18","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","","1:58.600","","","191.231","","","italian-grand-prix",1950
"125","2","16","Alberto Ascari","Italy","Scuderia Ferrari","","1:58.800","+ 0.200","+ 0.200","190.909","","","italian-grand-prix",1950
"126","3","10","Nino Farina","Italy","Alfa Romeo SpA","","2:00.200","+ 1.600","+ 1.400","188.685","","","italian-grand-prix",1950
"127","4","46","Consalvo Sanesi","Italy","Alfa Romeo SpA","","2:00.400","+ 1.800","+ 0.200","188.372","","","italian-grand-prix",1950
"128","5","36","Luigi Fagioli","Italy","Alfa Romeo SpA","","2:04.000","+ 5.400","+ 3.600","182.903","","","italian-grand-prix",1950
"129","6","48","Dorino Serafini","Italy","Scuderia Ferrari","","2:05.200","+ 6.600","+ 1.200","181.150","","","italian-grand-prix",1950
"130","7","60","Piero Taruffi","Italy","Alfa Romeo SpA","","2:05.800","+ 7.200","+ 0.600","180.286","","","italian-grand-prix",1950
"131","8","12","Raymond Sommer","France","Raymond Sommer","","2:08.600","+ 10.000","+ 2.800","176.360","","","italian-grand-prix",1950
"132","9","4","Franco Rol","Italy","Officine Alfieri Maserati","","2:10.000","+ 11.400","+ 1.400","174.461","","","italian-grand-prix",1950
"133","10","44","Robert Manzon","France","Equipe Gordini","","2:12.400","+ 13.800","+ 2.400","171.299","","","italian-grand-prix",1950
"134","11","40","Guy Mairesse","France","Guy Mairesse","","2:13.200","+ 14.600","+ 0.800","170.270","","","italian-grand-prix",1950
"135","12","42","Maurice Trintignant","France","Equipe Gordini","","2:13.400","+ 14.800","+ 0.200","170.014","","","italian-grand-prix",1950
"136","13","58","Louis Rosier","France","Ecurie Rosier","","2:13.400","+ 14.800","","170.014","","","italian-grand-prix",1950
"137","14","64","Henri Louveau","France","Ecurie Rosier","","2:13.800","+ 15.200","+ 0.400","169.506","","","italian-grand-prix",1950
"138","15","30","Prince Bira","Thailand","Enrico Plate","","2:14.000","+ 15.400","+ 0.200","169.253","","","italian-grand-prix",1950
"139","16","24","Philippe Etancelin","France","Philippe Etancelin","","2:14.400","+ 15.800","+ 0.400","168.750","","","italian-grand-prix",1950
"140","17","38","Emmanuel de Graffenried","Switzerland","Enrico Plate","","2:14.400","+ 15.800","","168.750","","","italian-grand-prix",1950
"141","18","8","Peter Whitehead","Great Britain","Peter Whitehead","","2:16.200","+ 17.600","+ 1.800","166.519","","","italian-grand-prix",1950
"142","19","6","Louis Chiron","Monaco","Officine Alfieri Maserati","","2:17.200","+ 18.600","+ 1.000","165.306","","","italian-grand-prix",1950
"143","20","56","Pierre Levegh","France","Pierre Levegh","","2:17.200","+ 18.600","","165.306","","","italian-grand-prix",1950
"144","21","32","Cuth Harrison","Great Britain","Cuth Harrison","","2:18.400","+ 19.800","+ 1.200","163.872","","","italian-grand-prix",1950
"145","22","2","Johnny Claes","Belgium","Ecurie Belge","","2:18.600","+ 20.000","+ 0.200","163.636","","","italian-grand-prix",1950
"146","23","52","Felice Bonetto","Italy","Scuderia Milano","","2:19.800","+ 21.200","+ 1.200","162.231","","","italian-grand-prix",1950
"147","24","50","David Murray","Great Britain","Scuderia Ambrosiana","","2:22.000","+ 23.400","+ 2.200","159.718","","","italian-grand-prix",1950
"148","25","22","Clemente Biondetti","Italy","Clemente Biondetti","","2:30.600","+ 32.000","+ 8.600","150.597","","","italian-grand-prix",1950
"149","26","62","Franco Comotti","Italy","Scuderia Milano","","2:33.600","+ 35.000","+ 3.000","147.656","","","italian-grand-prix",1950
"150","27","28","Paul Pietsch","Germany","Paul Pietsch","","","","","","","","italian-grand-prix",1950
