"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"209","9","46","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","","2:46.100","+ 4.900","+ 1.400","180.910","","","french-grand-prix",1953
"210","10","44","Louis Rosier","France","Ecurie Rosier","","2:49.600","+ 8.400","+ 3.500","177.176","","","french-grand-prix",1953
"211","11","42","Prince Bira","Thailand","Connaught Engineering","","2:53.200","+ 12.000","+ 3.600","173.494","","","french-grand-prix",1953
"212","12","38","Bob Gerard","Great Britain","Bob Gerard","","2:54.200","+ 13.000","+ 1.000","172.498","","","french-grand-prix",1953
"213","13","36","Stirling Moss","Great Britain","Cooper Car Co","","2:55.700","+ 14.500","+ 1.500","171.025","","","french-grand-prix",1953
"214","14","40","Ken Wharton","Great Britain","Ken Wharton","","2:55.800","+ 14.600","+ 0.100","170.928","","","french-grand-prix",1953
"215","15","34","Elie Bayol","France","Elie Bayol","","2:56.900","+ 15.700","+ 1.100","169.865","","","french-grand-prix",1953
"216","16","26","Lance Macklin","Great Britain","HW Motors","","2:57.200","+ 16.000","+ 0.300","169.577","","","french-grand-prix",1953
"217","17","28","Peter Collins","Great Britain","HW Motors","","3:02.000","+ 20.800","+ 4.800","165.105","","","french-grand-prix",1953
"218","18","30","Yves Giraud-Cabantous","France","HW Motors","","3:06.700","+ 25.500","+ 4.700","160.949","","","french-grand-prix",1953
"219","19","50","Roy Salvadori","Great Britain","Connaught Engineering","","3:23.000","+ 41.800","+ 16.300","148.025","","","french-grand-prix",1953
"220","20","6","Harry Schell","USA","Equipe Gordini","","3:25.800","+ 44.600","+ 2.800","146.011","","","french-grand-prix",1953
"221","21","48","Johnny Claes","Belgium","Ecurie Belge","","4:06.500","+ 1:25.300","+ 40.700","121.903","","","french-grand-prix",1953
"222","22","2","Jean Behra","France","Equipe Gordini","","","","","","","","french-grand-prix",1953
"223","23","4","Maurice Trintignant","France","Equipe Gordini","","","","","","","","french-grand-prix",1953
"224","24","8","Roberto Mieres","Argentina","Equipe Gordini","","","","","","","","french-grand-prix",1953
"225","25","32","Louis Chiron","Monaco","Louis Chiron","","","","","","","","french-grand-prix",1953
