"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"178","DNF","6","Jean Behra","France","Equipe Gordini","42","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"179","NC","42","Mike Hawthorn","Great Britain","Leslie Hawthorn","38","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"180","DNF","24","Franco Rol","Italy","Officine Alfieri Maserati","24","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"181","DNF","4","Maurice Trintignant","France","Equipe Gordini","5","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"182","DNF","28","Kenneth McAlpine","Great Britain","Connaught Engineering","4","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"183","DNF","18","RudI Fischer","Switzerland","Ecurie Espadon","3","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"184","DNF","34","Elie Bayol","France","Elie Bayol","","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"185","1","8","Alberto Ascari","Italy","Scuderia Ferrari","76","3:00:20.300","","","128.958","2:17.300","28","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"186","2","10","Nino Farina","Italy","Scuderia Ferrari","76","3:01:31.000","+ 1:10.700","+ 1:10.700","128.121","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"187","3","12","Piero Taruffi","Italy","Scuderia Ferrari","75","","1 Lap","1 Lap","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"188","4","2","Robert Manzon","France","Equipe Gordini","74","","2 Laps","1 Lap","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"189","5","44","Maurice Trintignant","France","Equipe Gordini","72","","4 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"190","6","22","Peter Collins","Great Britain","HW Motors","70","","6 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"191","7","4","Jean Behra","France","Equipe Gordini","70","","6 Laps","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"192","8","28","Philippe Etancelin","France","Escuderia Bandeirantes","70","","6 Laps","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"193","9","20","Lance Macklin","Great Britain","HW Motors","70","","6 Laps","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"194","10","24","Yves Giraud-Cabantous","France","HW Motors","68","","8 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"195","11","34","RudI Fischer/Peter Hirt/","Switzerland","Ecurie Espadon","66","","10 Laps","2 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"196","12","38","Franco Comotti","Italy","Scuderia Marzotto","63","","13 Laps","3 Laps","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"197","DNF","6","Prince Bira","Thailand","Equipe Gordini","56","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"198","DNF","42","Mike Hawthorn","Great Britain","Archie Bryde","51","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"199","DNF","16","Emmanuel de Graffenried/Harry Schell/","Switzerland","Enrico Plate","34","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"200","DNF","26","Peter Whitehead","Great Britain","Peter Whitehead","26","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"201","DNF","14","Louis Rosier","France","Ecurie Rosier","17","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"202","DNF","32","Johnny Claes","Belgium","Ecurie Belge","15","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"203","DNF","18","Harry Schell","USA","Enrico Plate","7","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
"204","DNF","40","Piero Carini","Italy","Scuderia Marzotto","2","","","","","","","Jul 6, 1952","Rouen-Les-Essarts","french-grand-prix",1952
