"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"12","12","98","Chuck Stevenson/Walt Faulkner/","USA","J C Agajanian","199","","1 Lap","1 Lap","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"13","13","88","Manny Ayulo","USA","Peter Schmidt","197","","3 Laps","2 Laps","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"14","14","17","Bob Sweikert","USA","Francis Bardazon","197","","3 Laps","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"15","15","16","Duane Carter/Marshall Teague/James Jimmy Jackson/Tony Bettenhausen/","USA","Eugene A Casaroll","196","","4 Laps","1 Lap","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"16","16","32","Ernie McCoy","USA","Ray Crawford","194","","6 Laps","2 Laps","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"17","17","25","Jimmy Reece","USA","Emmett J Malloy","194","","6 Laps","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"18","18","27","Ed Elisian/Bob Scott/","USA","H A Chapman","193","","7 Laps","1 Lap","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"19","19","71","Frank Armi/George Fonder/","USA","T W & W T Martin","193","","7 Laps","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"20","DNF","1","Sam Hanks/Jimmy Davies/Jim Rathmann/","USA","Ed Walsh","191","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"21","DNF","35","Pat O'Connor","USA","Motor Racers Inc","181","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"22","DNF","12","Rodger Ward/Eddie Johnson/","USA","R N Sabourin","172","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"23","DNF","31","Gene Hartley/Marshall Teague/","USA","John Zink","168","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"24","DNF","43","Johnny Thomson/Andy Linden/Bill Homeier/","USA","H A Chapman","165","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"25","DNF","74","Andy Linden/Bob Scott/","USA","Brown Motor Co","165","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"26","DNF","99","Jerry Hoyt","USA","Murrell Belanger","130","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"27","DNF","19","Jimmy Daywalt","USA","Chapman S Root","111","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"28","DNF","38","Jim Rathmann/Pat Flaherty/","USA","Ed Walsh","110","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"29","DNF","10","Tony Bettenhausen","USA","Mel B Wiggers","105","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"30","DNF","65","Spider Webb/Danny Kladis/","USA","Bruce Bromme","104","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"31","DNF","33","Len Duncan/George Fonder/","USA","Ray T Brady","101","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"32","DNF","15","Johnnie Parsons","USA","South California Muffler Co","79","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"33","DNF","51","Bill Homeier","USA","Cars Inc","74","","","","","","","May 31, 1954","Indianapolis Motor Speedway","indianapolis-500",1954
"34","1","9","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","90","2:56:14.000","","","","1:50.000","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"35","2","11","Mike Hawthorn","Great Britain","Scuderia Ferrari","90","2:57:24.000","+ 1:10.000","+ 1:10.000","","1:50.000","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"36","3","23","Onofre Marimon","Argentina","Officine Alfieri Maserati","89","","1 Lap","1 Lap","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"37","4","1","Juan Manuel Fangio","Argentina","Daimler Benz AG","89","","1 Lap","","","1:50.000","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"38","5","10","Maurice Trintignant","France","Scuderia Ferrari","87","","3 Laps","2 Laps","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"39","6","4","Roberto Mieres","Argentina","Roberto Mieres","87","","3 Laps","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"40","7","2","Karl Kling","Germany","Daimler Benz AG","87","","3 Laps","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"41","8","8","Ken Wharton","Great Britain","BRM","86","","4 Laps","1 Lap","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"42","9","19","Andre Pilette","Belgium","Equipe Gordini","86","","4 Laps","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"43","10","29","Bob Gerard","Great Britain","F R Gerard","85","","5 Laps","1 Lap","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"44","11","25","Don Beauman","Great Britain","Sir Jeremy Boles","84","","6 Laps","1 Lap","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"45","12","3","Harry Schell","USA","Harry Schell","83","","7 Laps","1 Lap","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"46","13","23","Leslie Marr","Great Britain","L Marr","82","","8 Laps","1 Lap","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"47","14","26","Leslie Thorne","Great Britain","Ecurie Ecosse","78","","12 Laps","4 Laps","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"48","15","28","Horace Gould","Great Britain","H H Gould","44","","46 Laps","34 Laps","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"49","DNF","7","Stirling Moss","Great Britain","A E Moss","80","","","","","1:50.000","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"50","DNF","22","Bill Whitehouse","Great Britain","W J Whitehouse","63","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"51","DNF","17","Jean Behra","France","Equipe Gordini","54","","","","","1:50.000","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"52","DNF","5","Roy Salvadori","Great Britain","Gilby Engineering","53","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"53","DNF","6","Ron Flockhart","Great Britain","Prince Bira","44","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"54","DNF","6","Prince Bira","Thailand","Prince Bira","44","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"55","DNF","32","Alberto Ascari","Italy","Officine Alfieri Maserati","40","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"56","DNF","32","Luigi Villoresi","Italy","Officine Alfieri Maserati","40","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"57","DNF","24","John Riseley-Prichard","Great Britain","R R C Walker Racing Team","40","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"58","DNF","12","Reg Parnell","Great Britain","Scuderia Ambrosiana","25","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"59","DNF","31","Alberto Ascari","Italy","Officine Alfieri Maserati","21","","","","","1:50.000","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"60","DNF","18","Clemar Bucci","Argentina","Equipe Gordini","18","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"61","DNF","20","Peter Collins","Great Britain","G A Vandervell","16","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"62","DNF","14","Robert Manzon","France","Ecurie Rosier","16","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"63","DNF","21","Peter Whitehead","Great Britain","Peter Whitehead","4","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"64","DNA","30","Eric Brandon","Great Britain","Ecurie Richmond","2","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"65","DNF","15","Louis Rosier","France","Ecurie Rosier","2","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"66","DNS","27","Alan Brown","Great Britain","R J Chase","","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"67","DNS","30","Rodney Nuckey","Great Britain","Ecurie Richmond","","","","","","","","Jul 17, 1954","Silverstone Circuit","british-grand-prix",1954
"68","1","18","Juan Manuel Fangio","Argentina","Daimler Benz AG","61","2:42:47.900","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"69","2","20","Karl Kling","Germany","Daimler Benz AG","61","2:42:48.000","+ 0.100","+ 0.100","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"70","3","34","Robert Manzon","France","Ecurie Rosier","60","","1 Lap","1 Lap","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"71","4","46","Prince Bira","Thailand","Prince Bira","60","","1 Lap","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"72","5","14","Luigi Villoresi","Italy","Officine Alfieri Maserati","58","","3 Laps","2 Laps","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"73","6","24","Jean Behra","France","Equipe Gordini","56","","5 Laps","2 Laps","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"74","DNF","28","Paul Frere","Belgium","Equipe Gordini","50","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"75","DNF","4","Maurice Trintignant","France","Scuderia Ferrari","36","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"76","DNF","36","Louis Rosier","France","Ecurie Rosier","27","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"77","DNF","12","Onofre Marimon","Argentina","Officine Alfieri Maserati","27","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"78","DNF","16","Roberto Mieres","Argentina","Roberto Mieres","24","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"79","DNF","42","Ken Wharton","Great Britain","Owen Racing Organisation","19","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"80","DNF","48","Harry Schell","USA","Harry Schell","19","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"81","DNF","22","Hans Herrmann","Germany","Daimler Benz AG","16","","","","","2:32.900","3","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"82","DNF","44","Roy Salvadori","Great Britain","Gilby Engineering","15","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"83","DNF","2","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","13","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"84","DNF","32","Lance Macklin","Great Britain","HW Motors","10","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"85","DNF","30","Georges Berger","Belgium","Georges Berger","9","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"86","DNF","6","Mike Hawthorn","Great Britain","Scuderia Ferrari","9","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"87","DNF","26","Jacques Pollet","France","Equipe Gordini","8","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"88","DNF","10","Alberto Ascari","Italy","Officine Alfieri Maserati","1","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"89","DNS","40","Sergio Mantovani","Italy","Officine Alfieri Maserati","","","","","","","","Jul 4, 1954","Reims-Gueux","french-grand-prix",1954
"90","1","2","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","87","3:00:55.800","","","112.900","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"91","2","10","Nino Farina","Italy","Scuderia Ferrari","87","3:02:14.800","+ 1:19.000","+ 1:19.000","112.100","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"92","3","12","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","87","3:02:56.800","+ 2:01.000","+ 42.000","111.600","1:48.200","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"93","4","26","Maurice Trintignant","France","Ecurie Rosier","86","3:01:40.800","1 Lap","1 Lap","111.100","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"94","5","20","Elie Bayol","France","Equipe Gordini","85","3:02:45.900","2 Laps","1 Lap","109.200","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"95","6","28","Harry Schell","USA","Harry Schell","84","3:02:21.800","3 Laps","1 Lap","108.100","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"96","7","8","Prince Bira","Thailand","Officine Alfieri Maserati","83","3:02:20.800","4 Laps","1 Lap","106.800","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"97","8","30","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","83","3:02:41.400","4 Laps","+ 20.600","106.600","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"98","9","16","Umberto Maglioli","Italy","Scuderia Ferrari","82","3:02:05.900","5 Laps","1 Lap","105.700","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"99","DSQ","18","Jean Behra","France","Equipe Gordini","61","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"100","DSQ","14","Mike Hawthorn","Great Britain","Scuderia Ferrari","52","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"101","DNF","4","Onofre Marimon","Argentina","Officine Alfieri Maserati","48","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"102","DNF","32","Roberto Mieres","Argentina","Roberto Mieres","37","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"103","DNF","22","Roger Loyer","France","Equipe Gordini","19","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"104","DNF","34","Jorge Daponte","Argentina","Jorge Daponte","19","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"105","DNF","24","Louis Rosier","France","Ecurie Rosier","1","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"106","DNS","6","Luigi Musso","Italy","Officine Alfieri Maserati","","","","","","","","Jan 17, 1954","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1954
"107","1","38","Mike Hawthorn","Great Britain","Scuderia Ferrari","80","3:13:52.100","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"108","2","14","Luigi Musso","Italy","Officine Alfieri Maserati","80","3:15:05.300","+ 1:13.200","+ 1:13.200","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"109","3","2","Juan Manuel Fangio","Argentina","Daimler Benz AG","79","","1 Lap","1 Lap","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"110","4","10","Roberto Mieres","Argentina","Officine Alfieri Maserati","79","","1 Lap","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"111","5","4","Karl Kling","Germany","Daimler Benz AG","79","","1 Lap","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"112","6","16","Paco Godia","Spain","Officine Alfieri Maserati","76","","4 Laps","3 Laps","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"113","7","26","Louis Rosier","France","Ecurie Rosier","74","","6 Laps","2 Laps","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"114","8","28","Ken Wharton","Great Britain","Owen Racing Organisation","74","","6 Laps","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"115","9","18","Prince Bira","Thailand","Prince Bira","68","","12 Laps","6 Laps","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"116","DNF","12","Sergio Mantovani","Italy","Officine Alfieri Maserati","58","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"117","DNF","22","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","57","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"118","DNF","22","Ottorino Volonterio","Switzerland","Emmanuel de Graffenried","57","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"119","DNF","6","Hans Herrmann","Germany","Daimler Benz AG","50","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"120","DNF","40","Maurice Trintignant","France","Scuderia Ferrari","47","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"121","DNF","48","Jacques Pollet","France","Equipe Gordini","37","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"122","DNF","24","Harry Schell","USA","Harry Schell","29","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"123","DNF","8","Stirling Moss","Great Britain","Officine Alfieri Maserati","20","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"124","DNF","46","Jean Behra","France","Equipe Gordini","17","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"125","DNF","30","Jacques Swaters","Belgium","Ecurie Francorchamps","16","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"126","DNF","34","Alberto Ascari","Italy","Scuderia Lancia","10","","","","","2:20.400","3","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"127","DNF","36","Luigi Villoresi","Italy","Scuderia Lancia","2","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"128","DNF","20","Robert Manzon","France","Ecurie Rosier","2","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"129","DNS","42","Peter Collins","Great Britain","Vandervell Products Ltd","","","","","","","","Oct 24, 1954","Pedralbes Circuit","spanish-grand-prix",1954
"130","1","26","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","36","2:44:42.400","","38 Laps","","4:25.500","13","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"131","2","8","Maurice Trintignant","France","Scuderia Ferrari","36","2:45:06.600","+ 24.200","+ 24.200","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"132","3","22","Stirling Moss","Great Britain","Equipe Moss","35","","1 Lap","1 Lap","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"133","4","10","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","35","","1 Lap","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"134","4","10","Mike Hawthorn","Great Britain","Scuderia Ferrari","35","","1 Lap","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"135","5","18","Andre Pilette","Belgium","Equipe Gordini","35","","1 Lap","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"136","6","20","Prince Bira","Thailand","Prince Bira","35","","1 Lap","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"137","7","30","Sergio Mantovani","Italy","Officine Alfieri Maserati","34","","2 Laps","1 Lap","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"138","DNF","4","Nino Farina","Italy","Scuderia Ferrari","14","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"139","DNF","16","Paul Frere","Belgium","Equipe Gordini","14","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"140","DNF","12","Jean Behra","France","Equipe Gordini","12","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"141","DNF","28","Onofre Marimon","Argentina","Officine Alfieri Maserati","3","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"142","DNF","6","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","1","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"143","DNF","2","Jacques Swaters","Belgium","Ecurie Francorchamps","1","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"144","DNF","24","Roberto Mieres","Argentina","Roberto Mieres","","","","","","","","Jun 20, 1954","Circuit de Spa-Francorchamps","belgian-grand-prix",1954
"145","1","18","Juan Manuel Fangio","Argentina","Daimler Benz AG","22","3:45:45.800","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"146","2","1","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","22","3:47:22.300","+ 1:36.500","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"147","2","1","Mike Hawthorn","Great Britain","Scuderia Ferrari","22","3:47:22.300","+ 1:36.500","+ 1:36.500","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"148","3","2","Maurice Trintignant","France","Scuderia Ferrari","22","3:50:54.400","+ 5:08.600","+ 3:32.100","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"149","4","19","Karl Kling","Germany","Daimler Benz AG","22","3:51:52.300","+ 6:06.500","+ 57.900","","9:55.100","16","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"150","5","7","Sergio Mantovani","Italy","Officine Alfieri Maserati","22","3:54:36.300","+ 8:50.500","+ 2:44.000","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"151","6","4","Piero Taruffi","Italy","Scuderia Ferrari","21","","1 Lap","1 Lap","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"152","7","15","Harry Schell","USA","Harry Schell","21","","1 Lap","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"153","8","25","Louis Rosier","France","Ecurie Rosier","21","","1 Lap","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"154","9","24","Robert Manzon","France","Ecurie Rosier","20","","2 Laps","1 Lap","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"155","10","9","Jean Behra","France","Equipe Gordini","20","","2 Laps","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"156","DNF","14","Prince Bira","Thailand","Prince Bira","18","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"157","DNF","21","Hermann Lang","Germany","Daimler Benz AG","10","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"158","DNF","11","Clemar Bucci","Argentina","Equipe Gordini","8","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"159","DNF","22","Theo Helfrich","Germany","","8","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"160","DNF","20","Hans Herrmann","Germany","Daimler Benz AG","7","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"161","DNF","10","Paul Frere","Belgium","Equipe Gordini","4","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"162","DNF","3","Mike Hawthorn","Great Britain","Scuderia Ferrari","3","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"163","DNF","8","Roberto Mieres","Argentina","Roberto Mieres","2","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"164","DNF","16","Stirling Moss","Great Britain","A E Moss","1","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"165","DNF","12","Andre Pilette","Belgium","Equipe Gordini","","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"166","DNS","6","Onofre Marimon","Argentina","Officine Alfieri Maserati","","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"167","DNS","5","Luigi Villoresi","Italy","Officine Alfieri Maserati","","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"168","DNS","17","Ken Wharton","Great Britain","Owen Racing Organisation","","","","","","","","Aug 1, 1954","Nurburgring","german-grand-prix",1954
"169","1","4","Juan Manuel Fangio","Argentina","Daimler Benz AG","66","3:00:34.500","","","","2:39.700","34","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"170","2","20","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","66","3:01:32.300","+ 57.800","+ 57.800","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"171","3","6","Hans Herrmann","Germany","Daimler Benz AG","65","","1 Lap","1 Lap","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"172","4","30","Roberto Mieres","Argentina","Officine Alfieri Maserati","64","","2 Laps","1 Lap","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"173","5","28","Sergio Mantovani","Italy","Officine Alfieri Maserati","64","","2 Laps","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
"174","6","18","Ken Wharton","Great Britain","Owen Racing Organisation","64","","2 Laps","","","","","Aug 22, 1954","Circuit Bremgarten","swiss-grand-prix",1954
