"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"167","14","48","Hans Von Stuck","Germany","Hans Stuck","67","2:51:11.700","13 Laps","3 Laps","147.900","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"168","15","16","Yves Giraud-Cabantous","France","HW Motors","67","2:51:31.500","13 Laps","+ 19.800","147.700","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"169","16","64","Louis Rosier","France","Ecurie Rosier","65","2:51:24.700","15 Laps","2 Laps","143.300","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"170","DNF","4","Alberto Ascari","Italy","Scuderia Ferrari","79","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"171","DNF","52","Felice Bonetto","Italy","Officine Alfieri Maserati","77","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"172","DNF","54","Onofre Marimon","Argentina","Officine Alfieri Maserati","75","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"173","DNF","58","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","70","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"174","NC","20","Jack Fairman","Great Britain","Connaught Engineering","61","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"175","NC","30","Ken Wharton","Great Britain","Ken Wharton","57","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"176","NC","24","Kenneth McAlpine","Great Britain","Connaught Engineering","56","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"177","DNF","12","Piero Carini","Italy","Scuderia Ferrari","40","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"178","DNF","22","Roy Salvadori","Great Britain","Connaught Engineering","33","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"179","DNF","42","Chico Landi","Brazil","Scuderia Milano","18","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"180","DNF","34","Elie Bayol","France","OSCA Automobili","17","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"181","DNF","18","John Fitch","USA","HW Motors","14","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"182","DNF","26","Johnny Claes","Belgium","Ecurie Belge","7","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"183","DNF","14","Lance Macklin","Great Britain","HW Motors","6","","","","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"184","1","2","Alberto Ascari","Italy","Scuderia Ferrari","90","2:53:35.800","","","130.429","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"185","2","6","Nino Farina","Italy","Scuderia Ferrari","90","2:53:46.200","+ 10.400","+ 10.400","130.299","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"186","3","16","Felice Bonetto/Jose Froilan Gonzalez/","Italy","Officine Alfieri Maserati","89","2:53:54.200","1 Lap","1 Lap","128.753","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"187","4","8","Mike Hawthorn","Great Britain","Scuderia Ferrari","89","2:54:08.300","1 Lap","+ 14.100","128.579","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"188","5","18","Emmanuel de Graffenried","Switzerland","Enrico Plate","88","2:55:27.700","2 Laps","1 Lap","126.175","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"189","6","24","Maurice Trintignant","France","Equipe Gordini","87","2:53:47.000","3 Laps","1 Lap","125.946","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"190","7","10","Louis Rosier","France","Ecurie Rosier","86","","4 Laps","1 Lap","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"191","8","36","Peter Collins","Great Britain","HW Motors","84","","6 Laps","2 Laps","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"192","9","34","Stirling Moss","Great Britain","Connaught Engineering","83","","7 Laps","1 Lap","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"193","DNF","4","Luigi Villoresi","Italy","Scuderia Ferrari","67","","","","","1:52.800","59","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"194","DNF","28","Kenneth McAlpine","Great Britain","Connaught Engineering","63","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"195","DNF","20","Harry Schell","USA","Equipe Gordini","59","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"196","NC","30","Johnny Claes","Belgium","Ecurie Belge","52","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"197","DNF","12","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","36","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"198","DNF","22","Roberto Mieres","Argentina","Equipe Gordini","28","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"199","DNF","14","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","22","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"200","DNF","32","Ken Wharton","Great Britain","Ken Wharton","19","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"201","DNF","26","Roy Salvadori","Great Britain","Connaught Engineering","14","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"202","DNF","38","Lance Macklin","Great Britain","HW Motors","7","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"203","DNS","40","Fred Wacker","USA","Equipe Gordini","","","","","","","","Jun 7, 1953","Circuit Zandvoort","dutch-grand-prix",1953
"204","1","16","Mike Hawthorn","Great Britain","Scuderia Ferrari","60","2:44:18.600","","","182.900","2:41.700","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"205","2","18","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","60","2:44:19.600","+ 1.000","+ 1.000","182.900","2:41.000","25","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"206","3","20","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","60","2:44:20.000","+ 1.400","+ 0.400","182.900","2:41.900","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"207","4","10","Alberto Ascari","Italy","Scuderia Ferrari","60","2:44:23.200","+ 4.600","+ 3.200","182.800","2:41.100","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"208","5","14","Nino Farina","Italy","Scuderia Ferrari","60","2:45:26.200","+ 1:07.600","+ 1:03.000","181.600","2:41.600","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"209","6","12","Luigi Villoresi","Italy","Scuderia Ferrari","60","2:45:34.500","+ 1:15.900","+ 8.300","181.500","2:41.800","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"210","7","46","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","58","2:46:38.500","2 Laps","2 Laps","174.300","2:47.500","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"211","8","44","Louis Rosier","France","Ecurie Rosier","56","2:44:55.200","4 Laps","2 Laps","170.100","2:51.900","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"212","9","22","Onofre Marimon","Argentina","Officine Alfieri Maserati","55","2:45:14.500","5 Laps","1 Lap","166.700","2:42.200","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"213","10","2","Jean Behra","France","Equipe Gordini","55","2:45:32.000","5 Laps","+ 17.500","166.400","2:47.800","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"214","11","38","Bob Gerard","Great Britain","Bob Gerard","55","2:46:18.700","5 Laps","+ 46.700","165.600","2:55.700","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"215","12","48","Johnny Claes","Belgium","Ecurie Belge","53","2:45:17.300","7 Laps","2 Laps","160.600","2:57.100","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"216","13","28","Peter Collins","Great Britain","HW Motors","52","2:47:01.700","8 Laps","1 Lap","155.900","2:59.800","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"217","14","30","Yves Giraud-Cabantous","France","HW Motors","50","2:44:47.100","10 Laps","2 Laps","152.000","3:04.500","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"218","15","32","Louis Chiron","Monaco","Louis Chiron","43","2:45:49.200","17 Laps","7 Laps","129.900","2:51.800","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"219","DNF","24","Felice Bonetto","Italy","Officine Alfieri Maserati","42","","","","","2:44.500","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"220","DNF","36","Stirling Moss","Great Britain","Cooper Car Co","38","","","","","2:52.500","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"221","DNF","42","Prince Bira","Thailand","Connaught Engineering","29","","","","","2:49.000","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"222","DNF","34","Elie Bayol","France","Elie Bayol","18","","","","","2:55.600","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"223","DNF","40","Ken Wharton","Great Britain","Ken Wharton","17","","","","","2:55.300","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"224","DNF","4","Maurice Trintignant","France","Equipe Gordini","14","","","","","2:45.300","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"225","DNF","26","Lance Macklin","Great Britain","HW Motors","9","","","","","2:58.100","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"226","DNF","6","Harry Schell","USA","Equipe Gordini","4","","","","","2:53.400","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"227","DNF","8","Roberto Mieres","Argentina","Equipe Gordini","4","","","","","2:51.400","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
"228","DNF","50","Roy Salvadori","Great Britain","Connaught Engineering","2","","","","","2:54.500","","Jul 5, 1953","Reims-Gueux","french-grand-prix",1953
