"","ENGINE","Date","year","gp_name","circuit","Pos","Driver","Time","Kph","race_pos","exp","circuit_length","points","race_points","wdc_points","wdc_points_shift","new_team","new_engine","team_index","driver_index","engine_index","race_index"
"265","Maserati",1953-01-18,1953,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",2,"Juan Manuel Fangio",216.1,65.1762846379288,99,14,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,2,2,13
"266","Maserati",1953-01-18,1953,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",15,"Felice Bonetto",224.2,62.8215660582356,99,10,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,21,2,13
"267","Gordini ",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",12,"Jean Behra",175,149.76,99,12,7.2799776630117,0,0,0,0,"Equipe Gordini","Gordini ",6,47,8,13
"268","Alta",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",12,"Lance Macklin",117,144.938,99,9,4.68375147569444,0,0,0,0,"HW Motors","Alta",8,49,5,13
"269","Alta",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",14,"Peter Whitehead",117,144.938,9,9,4.68375147569444,0,0,0,0,"Solo","Alta",4,34,5,13
"270","Alta",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",17,"Duncan Hamilton",122,138.998,99,5,4.68375147569444,0,0,0,0,"HW Motors","Alta",8,35,5,13
"271","Ferrari",1952-07-06,1952,"french-grand-prix","Rouen-Les-Essarts",2,"Nino Farina",136.2,146.511013215859,2,16,5.543,1,6,9,3,"Ferrari","Ferrari",5,24,6,14
"272","Ferrari",1952-07-06,1952,"french-grand-prix","Rouen-Les-Essarts",9,"Louis Rosier",147,135.74693877551,99,16,5.543,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,14
"273","Ferrari",1952-07-06,1952,"french-grand-prix","Rouen-Les-Essarts",17,"RudI Fischer",154.6,129.073738680466,11,4,5.543,0,0,0,0,"Other","Ferrari",2,39,6,14
"274","Ferrari",1952-07-06,1952,"french-grand-prix","Rouen-Les-Essarts",19,"Piero Carini",157.7,126.536461636018,99,1,5.543,0,0,0,0,"Solo","Ferrari",4,68,6,14
"275","Alta",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",16,"Paul Frere",177.9,147.318,99,5,7.2799776630117,0,0,0,0,"HW Motors","Alta",8,63,5,14
"276","Alta",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",18,"Albert Scherrer",187.4,139.85,9,1,7.2799776630117,0,0,0,0,"HW Motors","Alta",8,73,5,14
"277","Gordini ",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",15,"Harry Schell",128,177.187013973214,9,13,6.29998271904762,0,0,0,0,"Equipe Gordini","Gordini ",6,52,8,14
"278","Maserati",1953-06-07,1953,"dutch-grand-prix","Circuit Zandvoort",5,"Jose Froilan Gonzalez",114.1,132.294,3,11,4.1929854619883,1,4,5,1,"Officine Alfieri Maserati","Maserati",3,11,2,14
"279","Ferrari",1952-07-19,1952,"british-grand-prix","Silverstone Circuit",2,"Alberto Ascari",110,153.286411931818,1,14,4.68375147569444,1,9,27,18,"Ferrari","Ferrari",5,19,6,15
"280","Ferrari",1952-07-19,1952,"british-grand-prix","Silverstone Circuit",3,"Piero Taruffi",113,149.216861172566,2,10,4.68375147569444,1,6,9,3,"Ferrari","Ferrari",5,44,6,15
"281","Ferrari",1952-07-19,1952,"british-grand-prix","Silverstone Circuit",24,"Peter Hirt",123,137.085409044715,99,3,4.68375147569444,0,0,0,0,"Other","Ferrari",2,41,6,15
"282","Maserati",1953-06-21,1953,"belgian-grand-prix","Circuit de Spa-Francorchamps",3,"Jose Froilan Gonzalez",272,186.882,99,12,14.1199603185579,0,1,1,0,"Officine Alfieri Maserati","Maserati",3,11,2,15
"283","Maserati",1953-06-21,1953,"belgian-grand-prix","Circuit de Spa-Francorchamps",6,"Onofre Marimon",280,181.542,3,2,14.1199603185579,1,4,4,0,"Officine Alfieri Maserati","Maserati",3,31,2,15
"284","Maserati",1953-06-21,1953,"belgian-grand-prix","Circuit de Spa-Francorchamps",10,"Johnny Claes",290,175.282,99,19,14.1199603185579,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,18,2,15
"285","Alta",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",26,"John Fitch",138.1,164.228369214855,99,1,6.29998271904762,0,0,0,0,"HW Motors","Alta",8,90,5,15
"286","Alta",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",27,"Lance Macklin",138.2,164.109535373165,99,11,6.29998271904762,0,0,0,0,"HW Motors","Alta",8,49,5,15
"287","Gordini ",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",15,"Roger Loyer",112.6,125.085,99,1,3.91238753062678,0,0,0,0,"Equipe Gordini","Gordini ",6,97,8,15
"288","Gordini ",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",16,"Jean Behra",113,124.642,99,13,3.91238753062678,0,0,1,1,"Equipe Gordini","Gordini ",6,47,8,15
"289","Ferrari",1952-08-03,1952,"german-grand-prix","Nurburgring",1,"Alberto Ascari",604.4,135.863,1,15,22.8099153924501,1,9,9,0,"Ferrari","Ferrari",5,19,6,16
"290","Ferrari",1952-08-03,1952,"german-grand-prix","Nurburgring",5,"Piero Taruffi",626.3,131.112,4,11,22.8099153924501,1,3,3,0,"Ferrari","Ferrari",5,44,6,16
"291","Maserati",1953-07-05,1953,"french-grand-prix","Reims-Gueux",4,"Juan Manuel Fangio",162,185.488,2,17,8.18737912037037,1,7,31,24,"Officine Alfieri Maserati","Maserati",3,2,2,16
"292","Maserati",1953-07-05,1953,"french-grand-prix","Reims-Gueux",8,"Onofre Marimon",164.7,182.448,9,3,8.18737912037037,0,0,4,4,"Officine Alfieri Maserati","Maserati",3,31,2,16
"293","Maserati",1953-07-05,1953,"french-grand-prix","Reims-Gueux",9,"Emmanuel de Graffenried",166.1,180.91,7,15,8.18737912037037,0,0,0,0,"Solo","Maserati",4,16,2,16
"294","Alta",1954-07-04,1954,"french-grand-prix","Reims-Gueux",15,"Lance Macklin",172.5,170.867042512077,99,12,8.18737912037037,0,0,0,0,"HW Motors","Alta",8,49,5,16
"295","Gordini ",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",7,"Jean Behra",274.5,185.179807456497,99,14,14.1199603185579,0,0,1,1,"Equipe Gordini","Gordini ",6,47,8,16
"296","Gordini ",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",8,"Andre Pilette",280,181.542346952888,5,3,14.1199603185579,1,2,2,0,"Equipe Gordini","Gordini ",6,82,8,16
"297","Ferrari",1952-09-07,1952,"italian-grand-prix","Autodromo Nazionale Monza",3,"Nino Farina",127,178.582,4,20,6.29998271904762,1,3,3,0,"Ferrari","Ferrari",5,24,6,17
"298","Ferrari",1952-09-07,1952,"italian-grand-prix","Autodromo Nazionale Monza",6,"Piero Taruffi",127.8,177.464,7,12,6.29998271904762,0,0,9,9,"Ferrari","Ferrari",5,44,6,17
"299","Ferrari",1952-09-07,1952,"italian-grand-prix","Autodromo Nazionale Monza",14,"RudI Fischer",131.8,172.078,99,7,6.29998271904762,0,0,0,0,"Other","Ferrari",2,39,6,17
"300","Ferrari",1952-09-07,1952,"italian-grand-prix","Autodromo Nazionale Monza",17,"Louis Rosier",132.7,170.911,10,17,6.29998271904762,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,17
"301","Maserati",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",4,"Juan Manuel Fangio",110,154.161,2,18,4.68375147569444,1,6,15,9,"Officine Alfieri Maserati","Maserati",3,2,2,17
"302","Maserati",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",16,"Felice Bonetto",118,143.71,6,13,4.68375147569444,0,0,6,6,"Officine Alfieri Maserati","Maserati",3,21,2,17
"303","Maserati",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",26,"Emmanuel de Graffenried",129,131.455,99,16,4.68375147569444,0,0,0,0,"Solo","Maserati",4,16,2,17
"304","Gordini ",1954-07-17,1954,"british-grand-prix","Silverstone Circuit",5,"Jean Behra",108,156.125049189815,99,16,4.68375147569444,0,1,1,0,"Equipe Gordini","Gordini ",6,47,8,17
"305","Gordini ",1954-07-17,1954,"british-grand-prix","Silverstone Circuit",12,"Andre Pilette",111,151.905453265766,9,4,4.68375147569444,0,0,0,0,"Equipe Gordini","Gordini ",6,82,8,17
"306","Alta",1954-07-17,1954,"british-grand-prix","Silverstone Circuit",24,"Peter Whitehead",120,140.512544270833,99,10,4.68375147569444,0,0,0,0,"Other","Alta",2,34,5,17
"307","Ferrari",1953-01-18,1953,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",1,"Alberto Ascari",215.4,65.3880924338738,1,18,3.91238753062678,1,9,9,0,"Ferrari","Ferrari",5,19,6,18
"308","Ferrari",1953-01-18,1953,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",3,"Luigi Villoresi",216.5,65.0558665600758,2,13,3.91238753062678,1,6,6,0,"Ferrari","Ferrari",5,13,6,18
"309","Maserati",1953-08-02,1953,"german-grand-prix","Nurburgring",2,"Juan Manuel Fangio",603.7,136.021,2,19,22.8099153924501,1,6,9,3,"Officine Alfieri Maserati","Maserati",3,2,2,18
"310","Maserati",1953-08-02,1953,"german-grand-prix","Nurburgring",7,"Felice Bonetto",640.8,128.146,4,14,22.8099153924501,1,3,6,3,"Officine Alfieri Maserati","Maserati",3,21,2,18
"311","Gordini ",1954-08-01,1954,"german-grand-prix","Nurburgring",6,"Paul Frere",605.9,135.526812036343,99,8,22.8099153924501,0,0,0,0,"Equipe Gordini","Gordini ",6,63,8,18
"312","Gordini ",1954-08-01,1954,"german-grand-prix","Nurburgring",20,"Andre Pilette",673.4,121.941929629968,99,5,22.8099153924501,0,0,2,2,"Equipe Gordini","Gordini ",6,82,8,18
"313","Alta",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",21,"Jack Fairman",131.6,132.072948328267,99,3,4.828,0,0,0,0,"Connaught Engineering","Alta",9,107,5,18
"314","Maserati",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",1,"Juan Manuel Fangio",160.1,163.697,4,20,7.2799776630117,1,3,3,0,"Officine Alfieri Maserati","Maserati",3,2,2,19
"315","Maserati",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",8,"Emmanuel de Graffenried",169.9,154.255,99,18,7.2799776630117,0,0,0,0,"Solo","Maserati",4,16,2,19
"316","Maserati",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",10,"Felice Bonetto",172,152.372,4,15,7.2799776630117,1,3,3,0,"Officine Alfieri Maserati","Maserati",3,21,2,19
"317","Maserati",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",11,"Hermann Lang",174.8,149.931,5,1,7.2799776630117,1,2,2,0,"Officine Alfieri Maserati","Maserati",3,71,2,19
"318","Ferrari",1953-06-07,1953,"dutch-grand-prix","Circuit Zandvoort",1,"Alberto Ascari",111.1,135.866,1,19,4.1929854619883,1,8,35,27,"Ferrari","Ferrari",5,19,6,19
"319","Ferrari",1953-06-07,1953,"dutch-grand-prix","Circuit Zandvoort",3,"Nino Farina",113,133.582,2,22,4.1929854619883,1,6,20,14,"Ferrari","Ferrari",5,24,6,19
"320","Ferrari",1953-06-07,1953,"dutch-grand-prix","Circuit Zandvoort",8,"Louis Rosier",119.5,126.316,7,18,4.1929854619883,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,19
"321","Gordini ",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",14,"Jean Behra",196.4,133.441545757852,99,18,7.2799776630117,0,0,1,1,"Equipe Gordini","Gordini ",6,47,8,19
"322","Gordini ",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",15,"Fred Wacker",200.3,130.843332934808,99,2,7.2799776630117,0,0,0,0,"Equipe Gordini","Gordini ",6,101,8,19
"323","Ferrari",1953-06-21,1953,"belgian-grand-prix","Circuit de Spa-Francorchamps",4,"Nino Farina",276,184.173,99,23,14.1199603185579,0,0,8,8,"Ferrari","Ferrari",5,24,6,20
"324","Ferrari",1953-06-21,1953,"belgian-grand-prix","Circuit de Spa-Francorchamps",5,"Luigi Villoresi",279,182.193,2,15,14.1199603185579,1,6,12,6,"Ferrari","Ferrari",5,13,6,20
"325","Ferrari",1953-06-21,1953,"belgian-grand-prix","Circuit de Spa-Francorchamps",13,"Louis Rosier",296,171.729,8,19,14.1199603185579,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,20
"326","Maserati",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",2,"Juan Manuel Fangio",123.2,184.090404128015,1,21,6.29998271904762,1,9,24,15,"Officine Alfieri Maserati","Maserati",3,2,2,20
"327","Maserati",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",4,"Onofre Marimon",124.1,182.755340762058,99,7,6.29998271904762,0,0,4,4,"Officine Alfieri Maserati","Maserati",3,31,2,20
"328","Maserati",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",21,"Chico Landi",132.8,170.782664070568,99,5,6.29998271904762,0,0,0,0,"Other","Maserati",2,89,2,20
"329","Gordini ",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",12,"Jean Behra",122.4,185.294,99,19,6.29998271904762,0,0,1,1,"Equipe Gordini","Gordini ",6,47,8,20
"330","Ferrari",1953-07-05,1953,"french-grand-prix","Reims-Gueux",1,"Alberto Ascari",161.2,186.409,4,21,8.18737912037037,1,3,38,35,"Ferrari","Ferrari",5,19,6,21
"331","Ferrari",1953-07-05,1953,"french-grand-prix","Reims-Gueux",6,"Nino Farina",162.5,184.918,5,24,8.18737912037037,1,2,22,20,"Ferrari","Ferrari",5,24,6,21
"332","Maserati",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",3,"Juan Manuel Fangio",105.7,133.251,1,22,3.91238753062678,1,8,12,4,"Officine Alfieri Maserati","Maserati",3,2,2,21
"333","Maserati",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",7,"Luigi Musso",108.2,130.172,99,1,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,96,2,21
"334","Maserati",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",12,"Emmanuel de Graffenried",111,126.888,8,20,3.91238753062678,0,0,0,0,"Solo","Maserati",4,16,2,21
"335","Maserati",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",17,"Jorge Daponte",116.7,120.691,99,1,3.91238753062678,0,0,0,0,"Solo","Maserati",4,98,2,21
"336","Gordini ",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",16,"Jacques Pollet",147.4,154.672998643148,99,2,6.333,0,0,0,0,"Equipe Gordini","Gordini ",6,99,8,21
"337","Ferrari",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",1,"Alberto Ascari",108,157.016,1,22,4.68375147569444,1,9,27,18,"Ferrari","Ferrari",5,19,6,22
"338","Ferrari",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",6,"Luigi Villoresi",111,152.772,99,17,4.68375147569444,0,0,12,12,"Ferrari","Ferrari",5,13,6,22
"339","Ferrari",1953-07-18,1953,"british-grand-prix","Silverstone Circuit",24,"Louis Rosier",127,133.525,10,21,4.68375147569444,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,22
"340","Maserati",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",1,"Juan Manuel Fangio",262.1,193.940698766915,1,23,14.1199603185579,1,9,25,16,"Officine Alfieri Maserati","Maserati",3,2,2,22
"341","Maserati",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",9,"Stirling Moss",280.8,181.025132289204,3,11,14.1199603185579,1,4,4,0,"Solo","Maserati",4,40,2,22
"342","Maserati",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",11,"Sergio Mantovani",283.2,179.491020998618,7,2,14.1199603185579,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,100,2,22
"343","Gordini ",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",15,"Elie Bayol",106.1,132.748,99,5,3.91238753062678,0,0,0,0,"Equipe Gordini","Gordini ",6,66,8,22
"344","Gordini ",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",17,"Jesús Ricardo Iglesias",106.4,132.374,99,1,3.91238753062678,0,0,0,0,"Equipe Gordini","Gordini ",6,103,8,22
"345","Ferrari",1953-08-02,1953,"german-grand-prix","Nurburgring",1,"Alberto Ascari",599.8,136.905,8,23,22.8099153924501,0,0,18,18,"Ferrari","Ferrari",5,19,6,23
"346","Ferrari",1953-08-02,1953,"german-grand-prix","Nurburgring",3,"Nino Farina",604.1,135.931,1,26,22.8099153924501,1,8,8,0,"Ferrari","Ferrari",5,24,6,23
"347","Ferrari",1953-08-02,1953,"german-grand-prix","Nurburgring",6,"Luigi Villoresi",622.8,131.849,8,18,22.8099153924501,0,0,6,6,"Ferrari","Ferrari",5,13,6,23
"348","Ferrari",1953-08-02,1953,"german-grand-prix","Nurburgring",19,"Jacques Swaters",678.9,120.954,7,3,22.8099153924501,0,0,0,0,"Other","Ferrari",2,72,6,23
"349","Ferrari",1953-08-02,1953,"german-grand-prix","Nurburgring",22,"Louis Rosier",687.4,119.458,10,22,22.8099153924501,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,23
"350","Ferrari",1953-08-02,1953,"german-grand-prix","Nurburgring",27,"Kurt Adolff",713.1,115.153,99,1,22.8099153924501,0,0,0,0,"Other","Ferrari",2,79,6,23
"351","Maserati",1954-07-04,1954,"french-grand-prix","Reims-Gueux",5,"Onofre Marimon",151.6,194.423250879507,99,10,8.18737912037037,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,31,2,23
"352","Maserati",1954-07-04,1954,"french-grand-prix","Reims-Gueux",6,"Prince Bira",155.1,190.035879002794,4,16,8.18737912037037,1,3,3,0,"Solo","Maserati",4,3,2,23
"353","Maserati",1954-07-04,1954,"french-grand-prix","Reims-Gueux",11,"Roberto Mieres",158.7,185.72504620878,99,6,8.18737912037037,0,0,0,0,"Solo","Maserati",4,95,2,23
"354","Maserati",1954-07-04,1954,"french-grand-prix","Reims-Gueux",16,"Ken Wharton",189.3,155.702930973763,99,10,8.18737912037037,0,0,0,0,"Solo","Maserati",4,85,2,23
"355","Gordini ",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",13,"Robert Manzon",106,106.811,99,22,3.16156530190058,0,0,0,0,"Equipe Gordini","Gordini ",6,15,8,23
"356","Gordini ",1955-05-22,1955,"monaco-grand-prix","Circuit de Monaco",16,"Elie Bayol",106.5,106.309,99,6,3.16156530190058,0,0,0,0,"Equipe Gordini","Gordini ",6,66,8,23
"357","Ferrari",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",2,"Alberto Ascari",160.7,163.086,1,24,7.2799776630117,1,9,18,9,"Ferrari","Ferrari",5,19,6,24
"358","Ferrari",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",7,"Mike Hawthorn",168.1,155.907,3,12,7.2799776630117,1,4,4,0,"Ferrari","Ferrari",5,58,6,24
"359","Ferrari",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",13,"Jacques Swaters",175.1,149.674,99,4,7.2799776630117,0,0,0,0,"Other","Ferrari",2,72,6,24
"360","Ferrari",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",14,"Louis Rosier",175.4,149.418,99,23,7.2799776630117,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,24
"361","Ferrari",1953-08-23,1953,"swiss-grand-prix","Circuit Bremgarten",17,"Peter Hirt",181.5,144.396,99,4,7.2799776630117,0,0,0,0,"Other","Ferrari",2,41,6,24
"362","Maserati",1954-07-17,1954,"british-grand-prix","Silverstone Circuit",16,"Harry Schell",112,150.549154575893,12,16,4.68375147569444,0,0,0,0,"Solo","Maserati",4,52,2,24
"363","Gordini ",1955-06-19,1955,"dutch-grand-prix","Circuit Zandvoort",14,"Nano da Silva Ramos",110.2,136.975931607603,8,1,4.1929854619883,0,0,0,0,"Equipe Gordini","Gordini ",6,106,8,24
"364","Ferrari",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",3,"Nino Farina",123.9,183.050345347631,2,28,6.29998271904762,1,6,14,8,"Ferrari","Ferrari",5,24,6,25
"365","Ferrari",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",5,"Luigi Villoresi",124.6,182.021972620959,3,20,6.29998271904762,1,4,16,12,"Ferrari","Ferrari",5,13,6,25
"366","Ferrari",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",11,"Umberto Maglioli",126.9,178.722914015535,8,1,6.29998271904762,0,0,0,0,"Ferrari","Ferrari",5,87,6,25
"367","Ferrari",1953-09-13,1953,"italian-grand-prix","Autodromo Nazionale Monza",17,"Louis Rosier",129.3,175.405551342393,16,24,6.29998271904762,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,25
"368","Maserati",1954-08-01,1954,"german-grand-prix","Nurburgring",8,"Onofre Marimon",611.4,134.30764706055,99,12,22.8099153924501,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,31,2,25
"369","Maserati",1954-08-01,1954,"german-grand-prix","Nurburgring",14,"Harry Schell",628.7,130.611890270114,7,17,22.8099153924501,0,0,0,0,"Solo","Maserati",4,52,2,25
"370","Maserati",1954-08-01,1954,"german-grand-prix","Nurburgring",17,"Roberto Mieres",647,126.917612693695,99,8,22.8099153924501,0,0,3,3,"Solo","Maserati",4,95,2,25
"371","Gordini ",1955-07-16,1955,"british-grand-prix","Aintree Motor Racing Circuit",18,"Nano da Silva Ramos",130.6,133.084226646248,99,2,4.828,0,0,0,0,"Equipe Gordini","Gordini ",6,106,8,25
"372","Ferrari",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",1,"Nino Farina",104.8,134.395,2,29,3.91238753062678,1,6,6,0,"Ferrari","Ferrari",5,24,6,26
"373","Ferrari",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",4,"Mike Hawthorn",107,131.632,99,14,3.91238753062678,0,0,0,0,"Ferrari","Ferrari",5,58,6,26
"374","Ferrari",1954-01-17,1954,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",5,"Maurice Trintignant",107.7,130.776,4,20,3.91238753062678,1,3,5,2,"Ecurie Rosier","Ferrari",7,27,6,26
"375","Maserati",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",12,"Roberto Mieres",189.3,138.446484875024,4,9,7.2799776630117,1,3,6,3,"Officine Alfieri Maserati","Maserati",3,95,2,26
"376","Maserati",1954-08-22,1954,"swiss-grand-prix","Circuit Bremgarten",13,"Harry Schell",192.1,136.42852465821,99,18,7.2799776630117,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,52,2,26
"377","Gordini ",1955-09-11,1955,"italian-grand-prix","Autodromo Nazionale Monza",18,"Nano da Silva Ramos",179.8,126.139809725091,99,3,6.29998271904762,0,0,0,0,"Equipe Gordini","Gordini ",6,106,8,26
"378","Gordini ",1955-09-11,1955,"italian-grand-prix","Autodromo Nazionale Monza",19,"Jacques Pollet",179.9,126.069693099341,99,5,6.29998271904762,0,0,0,0,"Equipe Gordini","Gordini ",6,99,8,26
"379","Ferrari",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",2,"Jose Froilan Gonzalez",263.6,192.837090845252,4,16,14.1199603185579,1,3,3,0,"Ferrari","Ferrari",5,11,6,27
"380","Ferrari",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",5,"Mike Hawthorn",269.4,188.68543855534,4,15,14.1199603185579,1,3,11,8,"Ferrari","Ferrari",5,58,6,27
"381","Ferrari",1954-06-20,1954,"belgian-grand-prix","Circuit de Spa-Francorchamps",14,"Jacques Swaters",294.2,172.779935917092,99,5,14.1199603185579,0,0,0,0,"Other","Ferrari",2,72,6,27
"382","Maserati",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",3,"Stirling Moss",119.3,190.108,10,15,6.29998271904762,0,0,4,4,"Officine Alfieri Maserati","Maserati",3,40,2,27
"383","Maserati",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",10,"Roberto Mieres",121.7,186.359,99,10,6.29998271904762,0,0,6,6,"Officine Alfieri Maserati","Maserati",3,95,2,27
"384","Maserati",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",14,"Luigi Musso",123.5,183.643,99,2,6.29998271904762,0,0,6,6,"Officine Alfieri Maserati","Maserati",3,96,2,27
"385","Maserati",1954-09-05,1954,"italian-grand-prix","Autodromo Nazionale Monza",19,"Jorge Daponte",129.5,175.135,11,2,6.29998271904762,0,0,0,0,"Solo","Maserati",4,98,2,27
"386","Ferrari",1954-07-04,1954,"french-grand-prix","Reims-Gueux",4,"Jose Froilan Gonzalez",150.6,195.714241921204,99,17,8.18737912037037,0,0,0,0,"Ferrari","Ferrari",5,11,6,28
"387","Ferrari",1954-07-04,1954,"french-grand-prix","Reims-Gueux",8,"Mike Hawthorn",155.6,189.42522386461,99,16,8.18737912037037,0,0,0,0,"Ferrari","Ferrari",5,58,6,28
"388","Ferrari",1954-07-04,1954,"french-grand-prix","Reims-Gueux",13,"Louis Rosier",162.1,181.829517787374,99,26,8.18737912037037,0,0,0,0,"Ecurie Rosier","Ferrari",7,5,6,28
"389","Maserati",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",4,"Harry Schell",140.6,162.153627311522,99,19,6.333,0,0,0,0,"Solo","Maserati",4,52,2,28
"390","Maserati",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",7,"Luigi Musso",141.5,161.122261484099,2,3,6.333,1,6,6,0,"Officine Alfieri Maserati","Maserati",3,96,2,28
"391","Maserati",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",11,"Roberto Mieres",142.3,160.216444132115,4,11,6.333,1,3,3,0,"Officine Alfieri Maserati","Maserati",3,95,2,28
"392","Maserati",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",14,"Ken Wharton",145.7,156.477693891558,8,14,6.333,0,0,0,0,"Solo","Maserati",4,85,2,28
"393","Maserati",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",15,"Prince Bira",146.1,156.049281314168,9,19,6.333,0,0,3,3,"Solo","Maserati",4,3,2,28
"394","Maserati",1954-10-24,1954,"spanish-grand-prix","Pedralbes Circuit",21,"Emmanuel de Graffenried",149.8,152.194926568758,99,21,6.333,0,0,0,0,"Solo","Maserati",4,16,2,28
"395","Ferrari",1954-07-17,1954,"british-grand-prix","Silverstone Circuit",8,"Maurice Trintignant",108,156.125049189815,5,23,4.68375147569444,1,2,2,0,"Ferrari","Ferrari",5,27,6,29
"396","Ferrari",1954-07-17,1954,"british-grand-prix","Silverstone Circuit",14,"Reg Parnell",112,150.549154575893,99,7,4.68375147569444,0,0,0,0,"Other","Ferrari",2,30,6,29
"397","Maserati",1955-01-16,1955,"argentine-grand-prix","Autódromo Juan y Oscar Gálvez",4,"Jean Behra",103.8,135.69,6,21,3.91238753062678,0,0,0,0,"Officine Alfieri Maserati","Maserati",3,47,2,29
